Name,Year,ProgramName,Discipline,Course
fcb680e2e469d0f90875303e86b622b4,1721,M.Tech,Chemical Engineering," ES 631 - Advanced Heat Transfer, ME 605 - Computational Fluid Dynamics, CL 699 - M.Tech Thesis, HS 508 - Introduction to Indian Knowledge Systems"
320ea48fe104a3f648cc8bcb0e1854fd,1711,B.Tech,Chemical Engineering," ES 221 - Mechanics of Solids, CL 251 - Fluid Mechanics Lab, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV"
09020cb0899c924d0d349ddd26e55319,1431,Ph.D,Chemistry, CH 799 - Ph.D Thesis
6455f70230c41cc4ff40543f1a72e0ae,1852,M.A,Humanities and Social Science," HS 644 - Critical Perspectives On Sociology And Anthropology, HS 599(A) - Project in HSS (A), HS 513 - Perspectives In History, FP 602 - Writing, MS 304 - Organizational Behaviour &amp; Human Resource Management"
4ce48c860342b48edeb206ece3255c1a,1821,M.Tech,Chemical Engineering," CL 324 - Introduction to Polymer Science and Engineering, CL 602 - Advanced Thermodynamics, CL 604 - Advanced Reaction Engineering, MA 602 - Advanced Numerical Methods in Engineering, MS 304 - Organizational Behaviour &amp; Human Resource Management"
28980491258a1c42580087159f9cbc02,1811,B.Tech,Electrical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
89ca430012d4d68e334b22ce668f09bf,1611,B.Tech,Mechanical Engineering," ES 332 - Control Theory, HS 631 - Digital Cultures and New Media, ME 322 - Synthesis and Analysis of Mechanisms, ME 332 - Industrial Engineering and Operations Research, ME 352 - Mechanical Engineering Laboratory II, ME 391 - Integrated Design and Manufacturing I"
761ace028a4dcd6beddcb77c4cb9e3fe,1751,M.Sc,Mathematics," MA 602 - Advanced Numerical Methods in Engineering, MA 599 - Project in Mathematics, FP 602 - Writing"
16fc5ba6dc751894b75abcffc70120aa,1751,M.Sc,Cognitive Sciences," CG 599B - Project in Cognitive Science (B), CG 599C - Project in Cognitive Science (C), CG 599A - Project in Cognitive Science (A), MS 204 - Business Communications, CG 599D - Project in Cognitive Science (D), FP 602 - Writing"
ce75e4b3a06c53e0834af5ae84fa76a7,1851,M.Sc,Mathematics," MA 501 - Basic Algebra, MA 502 - Complex Analysis, MA 510 - Topology, MA 622 - Measure Theory, Ma 624 - Partial Differential Equations"
21846cdfbe609434532c2fcb70fddaa9,1611,B.Tech,Civil Engineering," CE 304 - Concrete Design, CE 305 - Steel Design, CE 306 - Civil Engineering Materials Lab, CE 307 - Masonry Design, CE 402 - Geotechnical Engineering, HS 103 - French Studies, HS 111 - Urdu Script and Poetry, CE 309 - Field Survey Project, HS 104(R) - Foundational Sanskrit"
9ba22ba050dbe631b74e4624e76b0226,1811,B.Tech,Electrical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
f3d6f5c58eb3eaa448c9e161498cecf3,1831,Ph.D,Humanities and Social Science," HS 631 - Digital Cultures and New Media, HS 644 - Critical Perspectives On Sociology And Anthropology, IN 792-I - Independent Seminar, EH 608 - Biodiversity Conservation And Sustainable Development, IN 791 - Independent Project, FP 602 - Writing"
cc7da7bc40275bc003308d62c1406cfc,1721,M.Tech,Biological Engineering," HS 648 - Psychology of Curiosity, BE 699 - M.Tech Thesis"
67d036044113f8b40de727bed3d3c6e0,1821,M.Tech,Mechanical Engineering," ES 622 - Finite Element Methods, MA 602 - Advanced Numerical Methods in Engineering, ES 632 - Energy Systems, ME 699 - M.Tech Thesis"
7662624dd4a5044a2a399aa64191a250,1721,M.Tech,Mechanical Engineering, ME 699 - M.Tech Thesis
daa238a0c98e31670b54bca8e7a9a3a6,1821,M.Tech,Civil Engineering," CE 613 - Analysis and Design of Masonry Buildings, CE 622 - Structural Dynamics, ES 622 - Finite Element Methods, MA 602 - Advanced Numerical Methods in Engineering"
97bd98f8cb4527d65f0a8697753891af,1811,B.Tech,Civil Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
5027ccd50f2d447ceae5842580493bee,1611,B.Tech,Civil Engineering," CE 304 - Concrete Design, CE 305 - Steel Design, CE 306 - Civil Engineering Materials Lab, CE 307 - Masonry Design, HS 111 - Urdu Script and Poetry, CE 403 - Construction Technology &amp; Management, CE 309 - Field Survey Project, CH 517 - Bioinorganic Chemistry, HS 104(R) - Foundational Sanskrit"
77f738a05e03a7e87c6b185ca66db335,1511,B.Tech,Civil Engineering," CH 301 - Forensic Chemistry, IN 302 - Technological progress and Human Values, BE 402 - Biomolecular Forensics, HS 421 - Introduction to Linguistics"
94159f5125e87b3d2e092c2ef0bbf2ff,1511,B.Tech,Civil Engineering," CE 304 - Concrete Design, CE 307 - Masonry Design, CH 301 - Forensic Chemistry, HS 515 - The Politics Of The Environment"
6c503b38f85f571ee31fac5d741153e1,1511,B.Tech,Chemical Engineering," ES 615 - Nature Inspired Computing, HS 103 - French Studies, HS 635 - India Through the Writers Eye"
51184d678e88def3b392f55c04f839b6,1411,B.Tech,Mechanical Engineering," HS 507 - Humanism, Anti-humanism, and Posthumanism, HS 513 - Perspectives In History, HS 515 - The Politics Of The Environment"
919c106fca54cdd331aba1474d06bfd6,1811,B.Tech,Chemical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
77e2692ba7e1362b9e7936b173614b4e,1831,Ph.D,Biological Engineering," BE 601 - Applied Biological Engineering, BE 611 - Fluorescence Proteins And Their Applications, FP 602 - Writing, BE 402 - Biomolecular Forensics"
6275dd583f95c59d61dd7193c5a9b67f,1511,B.Tech,Chemical Engineering," CL 602 - Advanced Thermodynamics, ES 615 - Nature Inspired Computing, CL 499 - Project Course"
803aca77ab0d6c4a1b84689bd2395849,1611,B.Tech,Comp Science & Engg," HS 103 - French Studies, PH 399 - Project Course"
be8f795f763ec0a2557842e911942d85,1331,Ph.D,Chemical Engineering, CL 799 - Ph.D Thesis
da32d2fa0748c6cf462e5cc49654ee14,1451,Ph.D,Cognitive Sciences, CG 799 - Ph.D Thesis
e4cd3f17781f3c41dd71a3bb27c95658,1621,Ph.D,Biological Engineering," IN 792 - Independent Research Seminar, BE 605 - Cellular Signaling, IN 791 - Independent Project, FP 602 - Writing, BE 402 - Biomolecular Forensics, BE 403 - 
Stem Cells: Science and Applications"
bd63f7857945089bca730959b7935eca,1611,B.Tech,Chemical Engineering," CL 352 - Mass Transfer and Reaction Engineering Lab, CL 422 - Process Control, CL 424  - Process Analysis and Simulation, ES 212 - Fluid Mechanics, CH 517 - Bioinorganic Chemistry, MS 204 - Business Communications"
6449a76c78c4b04763d12febca9fdc76,1721,M.Tech,Mechanical Engineering, ME 699 - M.Tech Thesis
5d8dea3183bc78efe0a40a03cbe9f0f1,1631,Ph.D,Biological Engineering," CH 799 - Ph.D Thesis, HS 104(R) - Foundational Sanskrit"
a302743abb3c8aa9f111ea0fd4e6652c,1852,M.A,Humanities and Social Science," HS 631 - Digital Cultures and New Media, HS 499 - Project Course, HS 644 - Critical Perspectives On Sociology And Anthropology, HS 599(A) - Project in HSS (A), HS 513 - Perspectives In History, FP 602 - Writing"
ea5bb278880c6c9136b352dcf7c1a77c,1611,B.Tech,Mechanical Engineering," CH 301 - Forensic Chemistry, ES 301 - Data Structures And Algorithms Ii , ES 332 - Control Theory, ME 322 - Synthesis and Analysis of Mechanisms, ME 332 - Industrial Engineering and Operations Research, ME 352 - Mechanical Engineering Laboratory II, ME 391 - Integrated Design and Manufacturing I, ES 215 - Computer Organization And Architecture"
14960c3c3a71bbc1422a9a06dc9d456c,1831,Ph.D,Chemistry," IN 791-I - Independent Project-I, CH 799 - Ph.D Thesis, CH 519 - Statistical Thermodynamics and its Applications in Chemistry, BE 608 - Molecular Basis Of Neurodegenrative Diseases, IN 791 - Independent Project"
1219721c36a0b9dcf082bbe80cea3240,1721,M.Tech,Comp Science & Engg," CS 691 - Special Topics in Computer Science and Engineering, CS 699 - M.Tech Thesis"
d122dbd3865c0808a7224fa96a0ec4b4,1511,B.Tech,Chemical Engineering," CH 301 - Forensic Chemistry, HS 112 - Urdu Poetry Interpretation, HS 201 - World Civilizations and Cultures, MSE 626 - Light Metal Alloys for Automotive Industry, HS 508 - Introduction to Indian Knowledge Systems, MS 204 - Business Communications, BE 402 - Biomolecular Forensics"
289cdbeca4c9b5f2859a68c7cb952a01,1331,Ph.D,Chemistry, CH 799 - Ph.D Thesis
441bf1bbc321c67a2e4b9e45e3c22be9,1711,B.Tech,Electrical Engineering," EE 331 - Electrical Machines, ES 202 - Introduction to Materials, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, ES 216 - Signals, Systems and Networks"
d8b9ea8584b1797be51b395b50d4f6d8,1825,M.Tech,Civil Engineering," CE 622 - Structural Dynamics, ES 622 - Finite Element Methods, MA 602 - Advanced Numerical Methods in Engineering, CE 626 - Earthquake Engineering"
4bc22ee748519da6f998dd14fabe83cb,1511,B.Tech,Mechanical Engineering," ES 615 - Nature Inspired Computing, HS 635 - India Through the Writers Eye, MA 501 - Basic Algebra, CS 499 - Project Course, HS 223 - Sanskrit Literature, BE 402 - Biomolecular Forensics, HS 421 - Introduction to Linguistics"
f0eb0284eaf844ab8adbfa0d8ca89ab7,1751,M.Sc,Mathematics," MA 602 - Advanced Numerical Methods in Engineering, MA 599 - Project in Mathematics, MA 625 - Stochastic Differential Equations, FP 602 - Writing"
afd9da541dfeef6716ef138388e6d331,1811,B.Tech,Chemical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
fa2af356c5e6c4c8b6e47a93b4ee27fa,1821,M.Tech,Biological Engineering," BE 601 - Applied Biological Engineering, BE 611 - Fluorescence Proteins And Their Applications, BE 699 - M.Tech Thesis, MA 632 - Applied Statistics, BE 402 - Biomolecular Forensics"
c6da463b2d0cd47508335e8e9b7cf65e,1721,M.Tech,Chemical Engineering," CL 602 - Advanced Thermodynamics, CL 604 - Advanced Reaction Engineering, MA 602 - Advanced Numerical Methods in Engineering, CL 699 - M.Tech Thesis"
9ccfa490675018634d3d255b2e9dffc7,1711,B.Tech,Chemical Engineering," ES 221 - Mechanics of Solids, CL 251 - Fluid Mechanics Lab, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, CL 399 - Project Course"
bf7f89be389af0026142e82282313485,1852,M.A,Humanities and Social Science," HS 644 - Critical Perspectives On Sociology And Anthropology, HS 599(A) - Project in HSS (A), HS 513 - Perspectives In History, HS 515 - The Politics Of The Environment, EH 608 - Biodiversity Conservation And Sustainable Development, FP 602 - Writing"
135f09f97d9bc01d763b8572ea9db135,1711,B.Tech,Chemical Engineering," CL 251 - Fluid Mechanics Lab, ES 105 - Electrical and Electronics Lab, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, ES 221 - Mechanics of Solids, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV"
b5791b4225856a0fa7427fbcb0e129b4,1721,M.Tech,Electrical Engineering, EE 699 - M.Tech Thesis
8c7e050db9ead216cd5572d89db7ca65,1821,M.Tech,Mechanical Engineering," ES 631 - Advanced Heat Transfer, MA 602 - Advanced Numerical Methods in Engineering, ES 632 - Energy Systems, ME 699 - M.Tech Thesis"
b8a8b745e4c3ca2f762a7f73c1075753,1711,B.Tech,Comp Science & Engg," ES 202 - Introduction to Materials, ES 301 - Data Structures And Algorithms Ii , HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, ES 215 - Computer Organization And Architecture, ES 214 - Discrete Mathematics"
7a12671db470169fab8d5c43ebca1d96,1751,M.Sc,Chemistry," CH 629 - Medicinal Chemistry for life, CH 517 - Bioinorganic Chemistry, CH 599 (B) - Project In Chemistry (B), CH 599 (C) - Project In Chemistry (C), CH 632 - Solid State Chemistry And Applications, FP 602 - Writing"
d822c507e0010996362de69eef20f6b2,1611,B.Tech,Comp Science & Engg," HS 635 - India Through the Writers Eye, ES 643 - Quantum Computation And Information"
db009d3f034409b531c4557456fb1e64,1811,B.Tech,Materials Science & Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
8007204a3c7913fd8ac3cb82135fce23,1831,Ph.D,Humanities and Social Science," HS 644 - Critical Perspectives On Sociology And Anthropology, IN 792-I - Independent Seminar, EH 608 - Biodiversity Conservation And Sustainable Development, MA 632 - Applied Statistics, IN 791 - Independent Project, FP 602 - Writing"
197151b673ceb0c368efee33a2de0c0a,1851,M.Sc,Chemistry," CH 512 - Reactions and Mechanisms in Organic Chemistry, CH 622 - Interpretative Organic Spectroscopy, HS 112 - Urdu Poetry Interpretation, CH 508 - Organometallic And Bioinorganic Chemistry, CH 519 - Statistical Thermodynamics and its Applications in Chemistry, CH 521 - Advanced Chemistry Laboratory"
7ea88c0cc6ca3868791c7d5d31b73db2,1431,Ph.D,Biological Engineering, BE 799 - Ph.D Thesis
7445d7c5ca9dc276707db5865aedd9ca,1511,B.Tech,Electrical Engineering," CH 301 - Forensic Chemistry, HS 635 - India Through the Writers Eye, CH 517 - Bioinorganic Chemistry, MS 204 - Business Communications, HS 514 - Sociology Of Tourism, BE 402 - Biomolecular Forensics"
374e37343dc28e42c12680e2762ae95b,1811,B.Tech,Materials Science & Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
3dfe4dc288911774f79af7beb710a2a0,1711,B.Tech,Materials Science & Engineering," ES 221 - Mechanics of Solids, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, MSE 309 - Material Thermodynamics And Kinetics, MSE 201 (N) - Phase Transformation And Phase Equilibrium"
0cac5b6b79c5da3eeb92c11150270772,1811,B.Tech,Mechanical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
27bfe3fae3ed391091b650a5bca16df0,1851,M.Sc,Mathematics," MA 501 - Basic Algebra, MA 502 - Complex Analysis, MA 510 - Topology, MA 622 - Measure Theory, Ma 624 - Partial Differential Equations"
8dde4b10b8df1b9d9b6b1a8bb9472a30,1711,B.Tech,Mechanical Engineering," ES 221 - Mechanics of Solids, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, MA 202 - Mathematics IV, ME 352 - Mechanical Engineering Laboratory II, ME 399 - Project Course"
09624b091abb7952590f13deb50b3efd,1231,Ph.D,Electrical Engineering, PH 799 - Ph.D Thesis
c464e9b7adcacfb7763c80162a5bff4c,1831,Ph.D,Civil Engineering," CE 622 - Structural Dynamics, ES 622 - Finite Element Methods, CE 626 - Earthquake Engineering, CE 798 - Seminar, FP 602 - Writing"
032fba4e11b31e46b1bf691c7e370016,1825,M.Tech,Electrical Engineering," ES 615 - Nature Inspired Computing, ES 616 - Digital Control Systems, MA 602 - Advanced Numerical Methods in Engineering, EE 651 - Cmos Analog Ic Design, ES 641 - Electronic Instrumentation"
d4784db68e436cfb855eac2c0e779ae5,1711,B.Tech,Electrical Engineering," EE 331 - Electrical Machines, ES 202 - Introduction to Materials, MA 202 - Mathematics IV, MS 204 - Business Communications, ES 216 - Signals, Systems and Networks"
f72fbeecceffecfe1da6ff044e8b0380,1431,Ph.D,Chemistry, CH 799 - Ph.D Thesis
25a6117598a992c84d35ceeb44950154,1611,B.Tech,Materials Science & Engineering," CH 301 - Forensic Chemistry, HS 507 - Humanism, Anti-humanism, and Posthumanism, MSE 352 - Materials Characterization Techniques, MSE 307 - Materials Processing, MSE 302(N) - Corrosion and degradation of materials, BE 402 - Biomolecular Forensics"
8aa4df6500251f381652530309f0f1a5,1511,B.Tech,Chemical Engineering," HS 631 - Digital Cultures and New Media, HS 508 - Introduction to Indian Knowledge Systems, HS 514 - Sociology Of Tourism, HS 515 - The Politics Of The Environment, HS 517 - Literary Experiment In European Modernism"
420a6bd61379c0a5ee5ab94919aea3d6,1731,Ph.D,Comp Science & Engg," ES 608 - Nanoscale Device Engineering, CS 799 - Ph.D Thesis, IN 791 - Independent Project"
cdb75e23885772ea65752aefce6d7b10,1511,B.Tech,Civil Engineering," CE 605 - Remote Sensing of Land and Water Resources, CH 301 - Forensic Chemistry, HS 305 - Perspectives in Psychology, MS 406 - Business Skills for Entrepreneurs , CE 629 - Geosynthetics, CE 499 - Project Course, BE 402 - Biomolecular Forensics"
cdc07415c19f0aa64c9016f09dba95a4,1611,B.Tech,Materials Science & Engineering," HS 423 - Writing Lab, CH 517 - Bioinorganic Chemistry, MSE 352 - Materials Characterization Techniques, MSE 399 - Project Course, MSE 307 - Materials Processing, MSE 302(N) - Corrosion and degradation of materials, MS 304 - Organizational Behaviour &amp; Human Resource Management"
3ff7b2cb91cc1c47501115ae04592d13,1811,B.Tech,Civil Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
b757cf2376d9bc3618a4857a695cb440,1751,M.Sc,Physics," PH 607 - Topics in Quantum and Statistical Mechanics, PH 591 - Special Topics in Physics, PH 599(A) - Project In Physics (A), PH 599 (B) - Project In Physics (B), PH 599 (C) - Project In Physics (C), FP 602 - Writing"
d6381015965c12066d54a19f69797f35,1411,B.Tech,Civil Engineering," CE 307 - Masonry Design, CH 517 - Bioinorganic Chemistry, CH 521 - Advanced Chemistry Laboratory, BE 402 - Biomolecular Forensics"
662baca31431f8852b7cf6cbc07093b0,1835,Ph.D,Electrical Engineering," MA 602 - Advanced Numerical Methods in Engineering, EE 651 - Cmos Analog Ic Design, IN 791 - Independent Project, FP 602 - Writing"
37594b49e3e5365dbd06dbd4470160b7,1851,M.Sc,Cognitive Sciences," CG 501 - Computation and Cognition, CG 506 - Experimental Techniques in Cognitive Science, CG 601 - Motor Learning and Memory , IN 792-I - Independent Seminar, CG 605 - Learning And Memory, FP 602 - Writing"
12c16ca0de4b0932e38f4a469bb42d06,1811,B.Tech,Comp Science & Engg," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
67740df5ab6dbec3d70c0b2d0972ac98,1611,B.Tech,Civil Engineering," CE 304 - Concrete Design, CE 305 - Steel Design, CE 306 - Civil Engineering Materials Lab, CE 307 - Masonry Design, CE 403 - Construction Technology &amp; Management, CE 309 - Field Survey Project, CE 631 - Irrigation Engineering And Hydraulic Structures"
4defea4e03c1600ea001131c85298ad7,1821,M.Tech,Materials Science & Engineering," MSE 628  - Advanced Engineering Materials, MSE 699 - M.Tech Thesis, ES 632 - Energy Systems, CH 632 - Solid State Chemistry And Applications"
5ac8f29686e5cfc00a8d563fd26a1905,1751,M.Sc,Chemistry," CH 517 - Bioinorganic Chemistry, CH 599 (B) - Project In Chemistry (B), CH 599 (C) - Project In Chemistry (C), CH 632 - Solid State Chemistry And Applications, FP 602 - Writing"
6436af09603e3b572fda1c8d5bce21e6,1811,B.Tech,Comp Science & Engg," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
3a68b2aa16667de57bf3242affb1ee6a,1811,B.Tech,Materials Science & Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
a595e9a3a973d1b29b9ea18e98d9b2e3,1751,M.Sc,Physics," PH 599(A) - Project In Physics (A), PH 599 (B) - Project In Physics (B), PH 599 (C) - Project In Physics (C), ES 643 - Quantum Computation And Information, FP 602 - Writing, PH 614 - Atomic and Molecular Physics"
